"lake","site","laketype","date","chla_ugL_INT","NH4_mgL","pH","secchi_m","TN_mgm3","TP_mgm3","depth_m","method","TN_TP"
"Okaro","1","Stratified",2020-07-23,10.7,0.182,7.35,3.6,751,58,"0.1","integrated",12.948275862069
"Rerewhakaaitu","1","Polymictic",2020-07-23,4.3,0.007,7.65,6.4,301,8,"0.1","integrated",37.625
"Rotomahana","2","Stratified",2020-07-23,1.6,0.006,7.06,7.2,212,27,"0.1","integrated",7.85185185185185
"Rotoma","1","Stratified",2020-08-17,1.5,0.003,7.34,13.3,114,3,"0.1","integrated",38
"Rotoiti","4","Stratified",2020-08-17,4.9,0.013,7.23,5.95,194,37,"0.1","integrated",5.24324324324324
"Rotoiti","Okawa","Stratified",2020-08-17,16.9,0.009,7.62,3.4,457,59,"0.1","integrated",7.74576271186441
"Rotoiti","3","Stratified",2020-08-17,6.8,0.004,7.45,5.9,186,35,"0.1","integrated",5.31428571428571
"Okataina","1","Stratified",2020-08-17,3.5,0.005,7.33,8.5,94,8,"0.1","integrated",11.75
"Rotorua","5","Polymictic",2020-08-18,9.8,0.01,7.11,3.5,281,14,"0.1","integrated",20.0714285714286
"Rotorua","2","Polymictic",2020-08-18,12.5,0.011,6.92,2.95,316,16,"0.1","integrated",19.75
"Okareka","1","Stratified",2020-08-18,5.2,0.014,7.59,6.1,191,6,"0.1","integrated",31.8333333333333
"Rotoehu","3","Polymictic",2020-08-18,11.7,0.006,8.03,2.6,363,21,"0.1","integrated",17.2857142857143
"Tarawera","5","Stratified",2020-08-18,3.6,0.005,7.73,8.5,62,11,"0.1","integrated",5.63636363636364
"Okaro","1","Stratified",2020-08-19,8.8,0.098,7.35,3.3,739,52,"0.1","integrated",14.2115384615385
"Tikitapu","1","Stratified",2020-08-19,5.1,0.004,6.72,3.45,205,4,"0.1","integrated",51.25
"Rerewhakaaitu","1","Polymictic",2020-08-19,1.9,0.004,7.58,7.05,301,6,"0.1","integrated",50.1666666666667
"Rotomahana","2","Stratified",2020-08-19,2.2,0.009,7.06,6.2,224,24,"0.1","integrated",9.33333333333333
"Rotoma","1","Stratified",2020-09-14,1.6,0.002,7.53,11.95,89,4,"0.1","integrated",22.25
"Rotoiti","Okawa","Stratified",2020-09-14,4.7,0.004,7.78,3.6,254,35,"0.1","integrated",7.25714285714286
"Okataina","1","Stratified",2020-09-14,3.5,0.002,7.63,7.4,53,5,"0.1","integrated",10.6
"Tikitapu","1","Stratified",2020-09-15,5.2,0.002,6.75,3.2,182,5,"0.1","integrated",36.4
"Okareka","1","Stratified",2020-09-15,6,0.003,7.78,6.1,159,5,"0.1","integrated",31.8
"Rotoiti","4","Stratified",2020-09-15,6.4,0.003,7.38,4.8,141,33,"0.1","integrated",4.27272727272727
"Rotoiti","3","Stratified",2020-09-15,6.6,0.003,7.71,6.4,182,28,"0.1","integrated",6.5
"Tarawera","5","Stratified",2020-09-15,0.9,0.001,7.84,9.35,72,9,"0.1","integrated",8
"Rerewhakaaitu","1","Polymictic",2020-09-16,1.4,0,7.65,8.3,274,6,"0.1","integrated",45.6666666666667
"Rotoehu","3","Polymictic",2020-09-16,10.2,0.002,8.02,2.25,308,24,"0.1","integrated",12.8333333333333
"Rotomahana","2","Stratified",2020-09-16,5.1,-0.002,7.2,5.65,171,18,"0.1","integrated",9.5
"Okaro","1","Stratified",2020-09-17,16.1,0.047,7.68,2.45,737,46,"0.1","integrated",16.0217391304348
"Rotoma","1","Stratified",2020-10-12,1.4,0.004,7.71,11.7,135,4,"0.1","integrated",33.75
"Rotoehu","3","Polymictic",2020-10-12,9.9,0.005,8.12,3.55,290,27,"0.1","integrated",10.7407407407407
"Rotoiti","4","Stratified",2020-10-12,4.5,0.003,7.63,7.8,147,27,"0.1","integrated",5.44444444444444
"Rotoiti","Okawa","Stratified",2020-10-12,4.8,0.004,7.64,3.35,253,30,"0.1","integrated",8.43333333333333
"Rotoiti","3","Stratified",2020-10-12,2.8,0.004,7.61,6.9,169,26,"0.1","integrated",6.5
"Okataina","1","Stratified",2020-10-12,1.6,0.004,7.72,11.05,109,6,"0.1","integrated",18.1666666666667
"Rotorua","5","Polymictic",2020-10-13,15.3,0.003,7.01,2.3,286,16,"0.1","integrated",17.875
"Rotorua","2","Polymictic",2020-10-13,12.6,0.003,7.09,2.55,273,17,"0.1","integrated",16.0588235294118
"Tikitapu","1","Stratified",2020-10-13,2.6,0.001,6.88,2.5,222,6,"0.1","integrated",37
"Okareka","1","Stratified",2020-10-13,4.4,0.002,8,7.65,190,7,"0.1","integrated",27.1428571428571
"Tarawera","5","Stratified",2020-10-13,1.2,0.001,8.02,9.5,66,12,"0.1","integrated",5.5
"Okaro","1","Stratified",2020-10-14,24.1,0.006,9.72,2.5,634,33,"0.1","integrated",19.2121212121212
"Rerewhakaaitu","1","Polymictic",2020-10-14,1.9,0.007,7.7,7.2,332,7,"0.1","integrated",47.4285714285714
"Rotomahana","2","Stratified",2020-10-14,1.9,0.001,7.55,3.65,188,21,"0.1","integrated",8.95238095238095
"Rotoma","1","Stratified",2020-11-16,0.8,0.008,7.75,12.5,105,4,"0.1","integrated",26.25
"Rotoehu","3","Polymictic",2020-11-16,7.2,0.005,8.26,3.075,334,24,"0.1","integrated",13.9166666666667
"Rotoiti","4","Stratified",2020-11-16,2.3,0.006,7.65,8,153,22,"0.1","integrated",6.95454545454545
"Rotoiti","Okawa","Stratified",2020-11-16,3.7,0.008,7.69,4.7,229,26,"0.1","integrated",8.80769230769231
"Rotoiti","3","Stratified",2020-11-16,4.1,0.007,7.51,5.2,179,22,"0.1","integrated",8.13636363636364
"Okataina","1","Stratified",2020-11-16,1.2,0.004,7.99,12.6,77,6,"0.1","integrated",12.8333333333333
"Rotorua","5","Polymictic",2020-11-17,15.4,0.003,6.95,2.9,318,18,"0.1","integrated",17.6666666666667
"Rotorua","2","Polymictic",2020-11-17,14.9,0.009,7.1,3.1,310,18,"0.1","integrated",17.2222222222222
"Tikitapu","1","Stratified",2020-11-17,1.4,0.021,6.07,3,210,4,"0.1","integrated",52.5
"Okareka","1","Stratified",2020-11-17,1.8,0,8.09,10.2,184,7,"0.1","integrated",26.2857142857143
"Tarawera","5","Stratified",2020-11-17,0.7,-0.001,7.72,13.1,72,16,"0.1","integrated",4.5
"Okaro","1","Stratified",2020-11-18,6.1,0.007,9.63,4.7,559,34,"0.1","integrated",16.4411764705882
"Rerewhakaaitu","1","Polymictic",2020-11-18,4.4,0.003,7.55,5.3,329,8,"0.1","integrated",41.125
"Rotomahana","2","Stratified",2020-11-18,1.5,-0.002,7.82,5.05,173,22,"0.1","integrated",7.86363636363636
"Rotoma","1","Stratified",2020-12-14,1.1,0.003,7.74,13,101,4,"0.1","integrated",25.25
"Rotoiti","4","Stratified",2020-12-14,2.7,0.003,7.96,7.2,173,18,"0.1","integrated",9.61111111111111
"Rotoiti","Okawa","Stratified",2020-12-14,3.7,0.003,8.64,3.5,245,29,"0.1","integrated",8.44827586206897
"Rotoiti","3","Stratified",2020-12-14,4.1,0.002,7.95,5.45,187,20,"0.1","integrated",9.35
"Okataina","1","Stratified",2020-12-14,1.1,0.002,8.04,12.75,88,6,"0.1","integrated",14.6666666666667
"Rotorua","5","Polymictic",2020-12-15,7.6,0.004,7.25,3.4,256,17,"0.1","integrated",15.0588235294118
"Rotorua","2","Polymictic",2020-12-15,6.5,0.002,7.11,3.2,255,18,"0.1","integrated",14.1666666666667
"Okareka","1","Stratified",2020-12-15,0.9,0.002,8.09,10,175,8,"0.1","integrated",21.875
"Rotoehu","3","Polymictic",2020-12-15,6.8,0.004,8.76,2.6,315,27,"0.1","integrated",11.6666666666667
"Tarawera","5","Stratified",2020-12-15,1,0.001,8.25,7.2,95,9,"0.1","integrated",10.5555555555556
"Tikitapu","1","Stratified",2020-12-16,2.3,0.002,6.84,2.7,203,7,"0.1","integrated",29
"Rerewhakaaitu","1","Polymictic",2020-12-16,2.6,0.003,7.75,6.5,293,8,"0.1","integrated",36.625
"Rotomahana","2","Stratified",2020-12-16,1,0.001,8.01,5.05,157,18,"0.1","integrated",8.72222222222222
"Okaro","1","Stratified",2020-12-17,3.1,0.004,8.85,2.5,471,29,"0.1","integrated",16.2413793103448
"Rotoma","1","Stratified",2021-01-18,0.8,0.002,7.88,11.4,107,5,"0.1","integrated",21.4
"Rotoehu","3","Polymictic",2021-01-18,4.8,0.002,8.53,3.7,289,32,"0.1","integrated",9.03125
"Rotoiti","4","Stratified",2021-01-18,2.4,0.002,8.32,7.6,182,18,"0.1","integrated",10.1111111111111
"Rotoiti","Okawa","Stratified",2021-01-18,13.7,0.003,7.46,3.7,448,68,"0.1","integrated",6.58823529411765
"Rotoiti","3","Stratified",2021-01-18,6.2,0.003,7.48,6,202,23,"0.1","integrated",8.78260869565217
"Okataina","1","Stratified",2021-01-18,1.3,0.002,8.19,10.95,316,8,"0.1","integrated",39.5
"Rotorua","5","Polymictic",2021-01-19,10.9,0.005,7.07,2.85,298,32,"0.1","integrated",9.3125
"Rotorua","2","Polymictic",2021-01-19,12.7,0.027,6.86,2.7,329,38,"0.1","integrated",8.6578947368421
"Okareka","1","Stratified",2021-01-19,2.2,0.002,8.43,6.6,181,7,"0.1","integrated",25.8571428571429
"Tarawera","5","Stratified",2021-01-19,0.9,0.001,8.28,8.5,123,7,"0.1","integrated",17.5714285714286
"Okaro","1","Stratified",2021-01-20,1.5,0.005,7.84,7.4,338,14,"0.1","integrated",24.1428571428571
"Tikitapu","1","Stratified",2021-01-20,2.4,0.001,6.94,2.55,195,6,"0.1","integrated",32.5
"Rerewhakaaitu","1","Polymictic",2021-01-20,3.7,0.007,8.47,4.6,346,8,"0.1","integrated",43.25
"Rotomahana","2","Stratified",2021-01-20,3.6,0,7.6,3.9,191,17,"0.1","integrated",11.2352941176471
"Rotoma","1","Stratified",2021-02-15,1.2,0.008,7.84,11.05,112,4,"0.1","integrated",28
"Rotoiti","4","Stratified",2021-02-15,5.6,0.008,7.97,6.1,194,16,"0.1","integrated",12.125
"Rotoiti","Okawa","Stratified",2021-02-15,8,0.009,7.85,3.1,275,26,"0.1","integrated",10.5769230769231
"Rotoiti","3","Stratified",2021-02-15,7.3,0.013,7.59,4.9,221,21,"0.1","integrated",10.5238095238095
"Okataina","1","Stratified",2021-02-15,1.9,0.007,8.07,11,98,8,"0.1","integrated",12.25
"Rotorua","5","Polymictic",2021-02-16,15.1,0.004,8.99,2.4,310,35,"0.1","integrated",8.85714285714286
"Rotorua","2","Polymictic",2021-02-16,15.2,0.004,7.91,2.1,330,41,"0.1","integrated",8.04878048780488
"Tikitapu","1","Stratified",2021-02-16,2.4,0.004,6.99,2.95,203,6,"0.1","integrated",33.8333333333333
"Okareka","1","Stratified",2021-02-16,1.7,0.004,8.29,10.65,177,8,"0.1","integrated",22.125
"Rotoehu","3","Polymictic",2021-02-16,9.5,0.032,8.13,2.55,309,28,"0.1","integrated",11.0357142857143
"Tarawera","5","Stratified",2021-02-16,0.8,0.002,8.16,10.15,162,7,"0.1","integrated",23.1428571428571
"Okaro","1","Stratified",2021-02-17,2.5,0.01,7.81,4.7,321,14,"0.1","integrated",22.9285714285714
"Rerewhakaaitu","1","Polymictic",2021-02-17,3.5,0.011,7.72,5,333,8,"0.1","integrated",41.625
"Rotomahana","2","Stratified",2021-02-17,2.3,0.006,7.78,5.2,163,15,"0.1","integrated",10.8666666666667
"Rotoma","1","Stratified",2021-03-15,1.2,0.015,7.81,12.2,122,4,"0.1","integrated",30.5
"Rotoehu","3","Polymictic",2021-03-15,10.7,0.016,8.38,1.8,450,34,"0.1","integrated",13.2352941176471
"Rotoiti","4","Stratified",2021-03-15,4.7,0.017,7.61,5,211,17,"0.1","integrated",12.4117647058824
"Rotoiti","Okawa","Stratified",2021-03-15,35.9,0.017,9.26,1.8,860,101,"0.1","integrated",8.51485148514852
"Rotoiti","3","Stratified",2021-03-15,7.7,0.016,7.86,5.3,232,20,"0.1","integrated",11.6
"Rotorua","5","Polymictic",2021-03-16,22.3,0.005,7.02,2.4,359,43,"0.1","integrated",8.34883720930233
"Rotorua","2","Polymictic",2021-03-16,20.1,0.006,6.92,2.2,375,43,"0.1","integrated",8.72093023255814
"Tikitapu","1","Stratified",2021-03-16,1,0.005,6.85,3.5,219,6,"0.1","integrated",36.5
"Okareka","1","Stratified",2021-03-16,1.2,0.004,7.97,10.05,200,10,"0.1","integrated",20
"Tarawera","5","Stratified",2021-03-16,0.4,0.001,8,9.85,105,8,"0.1","integrated",13.125
"Okaro","1","Stratified",2021-03-17,0.9,0.004,7.67,8.05,294,11,"0.1","integrated",26.7272727272727
"Rerewhakaaitu","1","Polymictic",2021-03-17,3.3,0.004,7.96,5,351,9,"0.1","integrated",39
"Rotomahana","2","Stratified",2021-03-17,1.9,0.006,7.64,6.65,165,15,"0.1","integrated",11
"Rotoma","1","Stratified",2021-04-20,1.6,0.001,7.68,12,112,4,"0.1","integrated",28
"Rotoiti","4","Stratified",2021-04-20,5.4,0.002,7.45,6.4,174,14,"0.1","integrated",12.4285714285714
"Rotoiti","Okawa","Stratified",2021-04-20,32.5,0.003,7.82,3.5,662,69,"0.1","integrated",9.59420289855072
"Okataina","1","Stratified",2021-04-20,1.6,0.002,7.92,13.5,97,6,"0.1","integrated",16.1666666666667
"Rotorua","5","Polymictic",2021-04-21,9.8,0.104,6.97,3.2,414,41,"0.1","integrated",10.0975609756098
"Rotorua","2","Polymictic",2021-04-21,11.8,0.1,7.02,3.3,417,44,"0.1","integrated",9.47727272727273
"Okareka","1","Stratified",2021-04-21,2.5,0.001,7.79,9.15,184,8,"0.1","integrated",23
"Rotoehu","3","Polymictic",2021-04-21,8.9,0.004,8.1,5,293,24,"0.1","integrated",12.2083333333333
"Rotoiti","3","Stratified",2021-04-21,7.8,0.003,7.42,5.1,206,17,"0.1","integrated",12.1176470588235
"Tarawera","5","Stratified",2021-04-21,1.3,0.001,8.02,9.2,91,8,"0.1","integrated",11.375
"Okaro","1","Stratified",2021-04-22,9.4,0.003,7.73,4.9,373,24,"0.1","integrated",15.5416666666667
"Tikitapu","1","Stratified",2021-04-22,1.6,0.005,6.74,5.1,205,6,"0.1","integrated",34.1666666666667
"Rerewhakaaitu","1","Polymictic",2021-04-22,3.2,0.002,7.74,6,331,8,"0.1","integrated",41.375
"Rotomahana","2","Stratified",2021-04-22,3.2,0,7.49,5.6,197,16,"0.1","integrated",12.3125
"Rotoma","1","Stratified",2021-05-17,1.9,0.002,7.73,12.05,116,4,"0.1","integrated",29
"Rotoiti","Okawa","Stratified",2021-05-17,28.2,0.005,7.73,2.8,552,57,"0.1","integrated",9.68421052631579
"Okataina","1","Stratified",2021-05-17,1.6,0.002,7.74,12.75,82,7,"0.1","integrated",11.7142857142857
"Rotorua","5","Polymictic",2021-05-18,8.9,0.026,7.16,2.5,345,30,"0.1","integrated",11.5
"Rotorua","2","Polymictic",2021-05-18,9.4,0.032,7.28,2.55,344,30,"0.1","integrated",11.4666666666667
"Rotoehu","3","Polymictic",2021-05-18,10,0.003,8.12,2.6,298,22,"0.1","integrated",13.5454545454545
"Rotoiti","4","Stratified",2021-05-18,4.3,0.004,7.38,7.1,158,15,"0.1","integrated",10.5333333333333
"Rotoiti","3","Stratified",2021-05-18,5.9,0.006,7.4,7.2,199,16,"0.1","integrated",12.4375
"Tarawera","5","Stratified",2021-05-18,2,0.001,7.98,8.95,91,8,"0.1","integrated",11.375
"Okaro","1","Stratified",2021-05-19,10.3,0.028,7.26,3.3,434,26,"0.1","integrated",16.6923076923077
"Tikitapu","1","Stratified",2021-05-19,1.9,0.004,6.8,7.7,195,6,"0.1","integrated",32.5
"Okareka","1","Stratified",2021-05-19,2.9,0.002,7.59,6.8,188,9,"0.1","integrated",20.8888888888889
"Rerewhakaaitu","1","Polymictic",2021-05-19,2.8,0.005,7.66,7.3,333,8,"0.1","integrated",41.625
"Rotomahana","2","Stratified",2021-05-19,5.1,0.022,6.88,4.8,185,18,"0.1","integrated",10.2777777777778
"Rotoma","1","Stratified",2021-06-14,1.7,0.006,7.53,12.4,111,4,"0.1","integrated",27.75
"Rotoehu","3","Polymictic",2021-06-14,6.7,0.008,8.02,2.8,334,26,"0.1","integrated",12.8461538461538
"Rotoiti","Okawa","Stratified",2021-06-14,11.5,0.014,7.57,2.75,421,46,"0.1","integrated",9.15217391304348
"Rotoiti","3","Stratified",2021-06-14,5.7,0.003,7.28,6.3,192,27,"0.1","integrated",7.11111111111111
"Okataina","1","Stratified",2021-06-14,1.5,0.001,7.49,10.5,108,8,"0.1","integrated",13.5
"Rotorua","5","Polymictic",2021-06-15,4,0.022,6.99,3,267,27,"0.1","integrated",9.88888888888889
"Rotorua","2","Polymictic",2021-06-15,3.4,0.02,7.09,2.9,263,24,"0.1","integrated",10.9583333333333
"Tikitapu","1","Stratified",2021-06-15,1.6,0.004,6.64,9.7,170,4,"0.1","integrated",42.5
"Okareka","1","Stratified",2021-06-15,1.6,0.012,7.45,5.1,175,9,"0.1","integrated",19.4444444444444
"Rotoiti","4","Stratified",2021-06-15,5.4,0.006,7.06,6.4,160,33,"0.1","integrated",4.84848484848485
"Tarawera","5","Stratified",2021-06-15,1.4,0.001,7.92,10,78,9,"0.1","integrated",8.66666666666667
"Okaro","1","Stratified",2021-06-16,13,0.16,7.27,3.45,685,58,"0.1","integrated",11.8103448275862
"Rerewhakaaitu","1","Polymictic",2021-06-16,2.6,0.002,7.63,8.8,288,6,"0.1","integrated",48
"Rotomahana","2","Stratified",2021-06-16,1.7,-0.002,6.81,9.15,197,26,"0.1","integrated",7.57692307692308
"Rotoma","1","Stratified",2021-07-19,1.9,0.013,7.36,9.7,105,4,"0.1","integrated",26.25
"Rotoiti","Okawa","Stratified",2021-07-19,37.7,0.007,7.78,2.7,775,108,"0.1","integrated",7.17592592592593
"Okataina","1","Stratified",2021-07-19,1.7,0.01,7.33,7.2,106,8,"0.1","integrated",13.25
"Rotorua","5","Polymictic",2021-07-20,5.3,0.019,7.25,2.6,361,33,"0.1","integrated",10.9393939393939
"Rotorua","2","Polymictic",2021-07-20,5.4,0.024,7.24,2.3,422,27,"0.1","integrated",15.6296296296296
"Okareka","1","Stratified",2021-07-20,3.2,0.03,7.59,5.4,247,10,"0.1","integrated",24.7
"Rotoehu","3","Polymictic",2021-07-20,9.2,0.01,8.08,3,317,21,"0.1","integrated",15.0952380952381
"Rotoiti","4","Stratified",2021-07-20,4.3,0.014,7.22,5.6,188,42,"0.1","integrated",4.47619047619048
"Rotoiti","3","Stratified",2021-07-20,2,0.004,7.33,4.85,194,39,"0.1","integrated",4.97435897435897
"Tarawera","5","Stratified",2021-07-20,1.5,0.001,7.79,10.05,89,18,"0.1","integrated",4.94444444444444
"Okaro","1","Stratified",2021-07-21,31.8,0.097,7.55,3.4,694,46,"0.1","integrated",15.0869565217391
"Tikitapu","1","Stratified",2021-07-21,3.7,0.001,6.81,11.05,196,4,"0.1","integrated",49
"Rerewhakaaitu","1","Polymictic",2021-07-21,1.5,0.004,7.77,7.5,342,6,"0.1","integrated",57
"Rotomahana","2","Stratified",2021-07-21,4,0.002,7.03,6.6,216,24,"0.1","integrated",9
"Rotoma","1","Stratified",2021-08-16,2.1,0.015,7.44,9.5,149,5,"0.1","integrated",29.8
"Rotoiti","4","Stratified",2021-08-16,4.5,0.003,7.32,5.05,162,36,"0.1","integrated",4.5
"Rotoiti","Okawa","Stratified",2021-08-16,8.2,0.004,7.98,2.85,351,39,"0.1","integrated",9
"Rotoiti","3","Stratified",2021-08-16,4.8,0.002,7.4,4.8,171,37,"0.1","integrated",4.62162162162162
"Okataina","1","Stratified",2021-08-16,3.4,0.002,7.48,7.6,93,9,"0.1","integrated",10.3333333333333
"Rotoehu","3","Polymictic",2021-08-17,7.6,0.009,8.2,3.1,317,24,"0.1","integrated",13.2083333333333
"Rotoma","1","Stratified",2021-09-13,2,0.005,7.55,10.4,106,4,"0.1","integrated",26.5
"Rotoehu","3","Polymictic",2021-09-13,10.5,0.019,8.01,2.85,358,24,"0.1","integrated",14.9166666666667
"Rotoiti","4","Stratified",2021-09-13,3,0.003,7.4,5.55,161,32,"0.1","integrated",5.03125
"Rotoiti","Okawa","Stratified",2021-09-13,11.7,0.004,7.7,4.15,368,38,"0.1","integrated",9.68421052631579
"Rotoiti","3","Stratified",2021-09-13,4.8,0.002,7.45,4.15,202,28,"0.1","integrated",7.21428571428571
"Okataina","1","Stratified",2021-09-13,3.2,0.002,7.69,7.35,98,7,"0.1","integrated",14
"Rotorua","5","Polymictic",2021-09-14,3.4,0.036,7.44,4.15,305,15,"0.1","integrated",20.3333333333333
"Rotorua","2","Polymictic",2021-09-14,3.5,0.034,7.17,4.4,313,16,"0.1","integrated",19.5625
"Tikitapu","1","Stratified",2021-09-14,1.2,0.002,6.81,13.7,173,3,"0.1","integrated",57.6666666666667
"Okareka","1","Stratified",2021-09-14,5.7,0.003,7.8,5.6,195,8,"0.1","integrated",24.375
"Tarawera","5","Stratified",2021-09-14,0.8,0.001,8.04,10.1,76,11,"0.1","integrated",6.90909090909091
"Okaro","1","Stratified",2021-09-15,20.7,0.074,7.01,2.6,729,37,"0.1","integrated",19.7027027027027
"Rerewhakaaitu","1","Polymictic",2021-09-15,1.2,0.003,7.71,9.2,308,6,"0.1","integrated",51.3333333333333
"Rotomahana","2","Stratified",2021-09-15,5.3,0.012,7.18,6.65,204,22,"0.1","integrated",9.27272727272727
"Rotoma","1","Stratified",2021-10-18,1,0.004,7.58,11.1,97,4,"0.1","integrated",24.25
"Rotoehu","3","Polymictic",2021-10-18,10,0.005,8.37,3,386,26,"0.1","integrated",14.8461538461538
"Rotoiti","4","Stratified",2021-10-18,5.8,0.005,7.69,6.4,163,29,"0.1","integrated",5.62068965517241
"Rotoiti","Okawa","Stratified",2021-10-18,3.3,0.006,7.66,3.1,249,26,"0.1","integrated",9.57692307692308
"Rotoiti","3","Stratified",2021-10-18,4.4,0.005,7.52,4.4,172,29,"0.1","integrated",5.93103448275862
"Okataina","1","Stratified",2021-10-18,0.8,0.005,7.63,14.1,67,4,"0.1","integrated",16.75
"Rotorua","5","Polymictic",2021-10-19,5.8,0.015,7.06,3.7,340,21,"0.1","integrated",16.1904761904762
"Rotorua","2","Polymictic",2021-10-19,6.6,0.016,7.07,3.4,286,16,"0.1","integrated",17.875
"Tikitapu","1","Stratified",2021-10-19,0.6,0.005,6.49,12.2,151,3,"0.1","integrated",50.3333333333333
"Okareka","1","Stratified",2021-10-19,3.2,0.004,7.92,8.5,196,8,"0.1","integrated",24.5
"Tarawera","5","Stratified",2021-10-19,0.8,0.003,7.98,8.25,78,11,"0.1","integrated",7.09090909090909
"Okaro","1","Stratified",2021-10-20,38.6,0.006,9.62,2.6,783,74,"0.1","integrated",10.5810810810811
"Rerewhakaaitu","1","Polymictic",2021-10-20,1.9,0.007,7.66,10.6,278,5,"0.1","integrated",55.6
"Rotomahana","2","Stratified",2021-10-20,5.9,0,7.55,4.2,194,26,"0.1","integrated",7.46153846153846
"Rotoma","1","Stratified",2021-11-15,0.8,0.003,7.61,10.8,107,5,"0.1","integrated",21.4
"Rotoiti","4","Stratified",2021-11-15,2.9,0.003,7.8,7.7,179,24,"0.1","integrated",7.45833333333333
"Rotoiti","Okawa","Stratified",2021-11-15,5.4,0.004,8.03,4.3,300,30,"0.1","integrated",10
"Rotoiti","3","Stratified",2021-11-15,4.8,0.003,7.91,4.95,229,23,"0.1","integrated",9.95652173913044
"Okataina","1","Stratified",2021-11-15,0.6,0.002,7.79,6.3,78,5,"0.1","integrated",15.6
"Rotorua","5","Polymictic",2021-11-16,21.2,0.004,7.3,2.6,326,20,"0.1","integrated",16.3
"Rotorua","2","Polymictic",2021-11-16,22.3,0.007,7.14,2.6,328,20,"0.1","integrated",16.4
"Tikitapu","1","Stratified",2021-11-16,0.6,0.002,6.64,11.5,174,4,"0.1","integrated",43.5
"Okareka","1","Stratified",2021-11-16,3.3,0.004,7.87,8.1,192,8,"0.1","integrated",24
"Rotoehu","3","Polymictic",2021-11-16,5.3,0.016,8.31,3.6,305,19,"0.1","integrated",16.0526315789474
"Tarawera","5","Stratified",2021-11-16,0.7,0,8.11,10.7,86,8,"0.1","integrated",10.75
"Okaro","1","Stratified",2021-11-17,26.1,0.006,9.95,2.95,814,60,"0.1","integrated",13.5666666666667
"Rerewhakaaitu","1","Polymictic",2021-11-17,1.7,0.006,7.67,10,293,5,"0.1","integrated",58.6
"Rotomahana","2","Stratified",2021-11-17,2.1,0,7.85,4.2,163,19,"0.1","integrated",8.57894736842105
"Rotoma","1","Stratified",2021-12-13,0.9,0.008,7.72,13.4,109,4,"0.1","integrated",27.25
"Rotoiti","4","Stratified",2021-12-13,3,0.008,8.01,7,184,20,"0.1","integrated",9.2
"Rotoiti","Okawa","Stratified",2021-12-13,11,0.015,7.4,2.3,383,44,"0.1","integrated",8.70454545454546
"Rotoiti","3","Stratified",2021-12-13,6.4,0.011,7.76,4.7,224,24,"0.1","integrated",9.33333333333333
"Okataina","1","Stratified",2021-12-13,0.9,0.008,7.94,13.7,77,5,"0.1","integrated",15.4
"Rotoehu","3","Polymictic",2021-12-14,4.5,0.009,8.42,4.1,247,20,"0.1","integrated",12.35
"Okaro","1","Stratified",2021-12-15,75.7,0.008,9.87,1.6,1279,54,"0.1","integrated",23.6851851851852
"Rerewhakaaitu","1","Polymictic",2021-12-15,2.3,0.014,7.44,6.8,313,7,"0.1","integrated",44.7142857142857
